school_name,campus_name,school_code,campus_code,district,district_code,school_type,school_nature,address,lng,lat,school_tel,student_count,class_count,teacher_count,school_scope,direct_middle_school,school_detail,communities_hj,communities_xhzr,community_count,year,visit_times
萧山区义桥镇第二小学,,2133005437,2133005437001,钱塘区,330109,小学,非民办,萧山区义桥镇罗幕村前黄片1号,120.182965,30.063515,057182215806,2013,50,107,云峰村、北坞村、勤里村、徐童山下村、丁家庄村、復兴村、昇光村、富春村、河西村、蛟山村、罗幕村、七里店村、田丰村、西山村、罗峰社区许贤片区块（新义名苑小区）,,"萧山区义桥镇第二小学坐落于美丽的三江口畔。学校占地72.4亩，建筑面积20000多平方米。各类硬件设施齐全，布局合理。拥有400米环形塑胶跑道运动场、大型体育馆、能容纳1500名学生同时就餐的食堂以及教师公寓楼等。学校现有教学班级50个，学生2013名，教师本科以上学历占97.3%。学校有区名师1人，市优秀教师1人，市教坛新秀2人,区优秀教师1人，区教坛新秀10人，区农村好教师1人。学校充分利用好当地丰富的教育资源，大力打造以“革命传统教育,环境教育和科技教育”为特色的“三原色”课程体系。学校还充分利用所在地是革命老区的区位优势，立足昇光村“义桥革命历史纪念馆”这一教育基地，在学生中扎实推进革命传统教育，也取得了不错的效果。通过几年努力，学校荣获了浙江省示范小学、省一类标准化学校、区一级学校、区美丽学校、区文明校园等40余项综合荣誉。",北坞村;丁家庄村;富春村;河西村;罗幕村前黄;罗幕村单家;罗幕村后黄;罗幕村寺坞岭;罗幕村王家桥;七里店村姜家坞;七里店村猫头山;七里店村蚕花;勤里村勤丰;勤里村里陈;田丰村下洋桥;田丰村田家;西山村华家里;西山村西山;西山村西河埭;新义名苑;徐童山下村五星;徐童山下村方家;徐童山下村陈家;云峰村俞家;云峰村南坞;云峰村邵家;蛟山村吴闸;蛟山村磨刀;復兴村朱村桥;復兴村河口;復兴村潘山;昇光村何家桥;昇光村塘坞;昇光村簉岭;昇光村郭村,富春村;河西村;北坞村;丁家庄村;新义名苑;罗幕村王家桥;罗幕村寺坞岭;罗幕村后黄;罗幕村单家;罗幕村前黄;昇光村郭村;昇光村簉岭;昇光村塘坞;昇光村何家桥;徐童山下村陈家;徐童山下村方家;徐童山下村五星;蛟山村磨刀;蛟山村吴闸;云峰村邵家;云峰村南坞;云峰村俞家;田丰村田家;田丰村下洋桥;復兴村潘山;復兴村河口;復兴村朱村桥;勤里村里陈;勤里村勤丰;西山村西河埭;西山村西山;西山村华家里;七里店村蚕花;七里店村猫头山;七里店村姜家坞,70,2026,0
萧山区衙前镇第二小学,,2133005479,2133005479001,钱塘区,330109,小学,非民办,萧山区衙前镇新林周村,120.361408,30.160916,82785630,1188,29,85,衙前镇螺山村、杨汛村、南庄王村、新林周村、衙前村、吟龙村,萧山区衙前镇初级中学,萧山区衙前镇第二小学创办于1960年，五十多年来几易其名：六十年代为新林周小学，1978年改名为螺山中心小学，2005年，学校异地迁建至现址，更名为衙前镇第二小学。历经半个世纪，悠悠的古运河孕育了一所富有朝气、向阳而生的农村学校。目前学校占地面积36000平方米，建筑面积12689平方米，绿化面积12636平方米，专用教室23个，普通教室28个，电子报告厅1个，建有300米环形和100米直道的塑胶运动场。校园布局合理，教学区、活动区、生活区三区分设，环境幽雅，整洁美观。教师队伍是以骨干教师为引领，以成长中的年轻教师为主体的充满活力与希望的团队。,安康路;厂区路;崇德当路;船舫河路;大弄路;大桥北路;道口路;东官路;东强路;东王支路;高田路;共兴路;韩夏路;旱桥路;和睦路;河东娄路;河东路;河北路;横河中路;横河北路;横河南路;横河周路;后池路;后陈路;胡中路;胡家塔路;皇婆路;建设路;蒋沈路;开发新路;里仁路;龙记路;漏斗路;庙东路;庙大路;木桥路;南岸新路;南新路;南沿河家;前房路;桥湾路;青年路;群力路;群益路;山南新路;山南畈路;拾房路;双闸路;夏北路;夏家路;小学路;小祥路;新一路;新中路;新二路;新南路;新埠路;新建路;新开路;新河南路;新王路;新西路;新郭路;兴发路;徐夏路;徐家路;汛南路;杨汛桥路;杨汛路;叶大路;吟下路;吟新路;吟河东路;吟河西路;振东横路;振东路;竹园路;庵大路;庵桥路;祠堂路,徐家路;夏北路;山南畈路;夏家路;后陈路;徐夏路;新螺路;蒋沈路;山南新路;前房路;庵桥路;庵大路;皇婆路;龙记路;拾房路;新螺路;小祥路;叶大路;吟下路;吟河东路;吟河西路;海塘路;吟新路;群益路;衙前路;后池路;桥湾路;河东娄路;胡中路;杨汛路;汛南路;双闸路;大弄路;胡家塔路;旱桥路;木桥路;东强路;竹园路;南新路;庙东路;东官路;青年路;新一路;新中路;新二路;新河南路;新西路;横河中路;横河北路;横河南路;横河周路;海塘路;东王支路;厂区路;衙前路;开发新路;船舫河路;建设路;漏斗路;大桥北路;道口路;里仁路;韩夏路;高田路;共兴路;兴发路;南岸新路;南沿河家;和睦路;新郭路;新王路;庙大路;振东横路;振东路;新埠路;新建路;新开路;崇德当路;小学路;安康路;杨汛桥路;河东路;河北路;海塘路;祠堂路,165,2026,0
萧山区衙前农村小学校,,2133005476,2133005476001,钱塘区,330109,小学,非民办,浙江省萧山区衙前镇项漾村,120.397459,30.160776,057182798553,2046,49,141,毕公桥社区（含江湾绿苑）、凤凰村、山南富村、项漾村、四翔村、明华村、春尚里社区(含尚雅府、锦上悦华里、樱漫里、春境前潮府）,,"""衙前农村小学校：世界当中一个小小的学校
 
萧山区衙前农村小学校创建于1921年9月26日，由早期共产党人沈玄庐（定一）出资筹办，是中国共产党领导下的全国第一所农村小学，是宣传发动农民革命活动，推动农民运动的中心，是浙江省爱国主义教育基地。
衙前农村小学校位于杭州市萧山区衙前镇成虎路111号。百年发展，学校现占地80.5亩，建筑面积达21021平方米，绿化面积达12780平方米，拥有29个班级和学生1200余名。校园环境幽雅、布局合理。齐备各类功能教室、劳动教育基地和校史馆等，是萧山区第一批省义务教育标准化学校。
学校拥有雄厚的师资力量，百年华诞之际，全校80余名教职工中，高级教师6名，浙江省优秀教师1名，杭州市教坛新秀、优秀教师7名，萧山区功勋教师2名，萧山区名师1名，萧山区教坛中坚、教坛新秀等名优教师24名。优异的教师团队，为红色教育的实践提供了坚实保证。
学校坚持“五育并举”，结合百年红色校史和农民运动精神，积极探索，开设“点亮”德育课程、《小——小讲解员》精品工程、《红伢儿研学》精品课程、“农芸空间”新劳动教育课程等，根据孩子认知特点，分学段、多形式地开展看旧址、访古物、听故",保安路;北岸二路;北岸路;北横路;蔡家娄路;草漾路;长弄堂路;陈家路;成虎路;村西直路;大墙门路;大池路;东三路;东岳路;东岸路;东河浜路;东直路;凤凰村凤工路;凤凰路;凤南路;凤山路;凤西路;富强一路;富强三路;富强二路;官河路;荷花路;河东北路;河东南路;河前路;河南老路;河南路;河西北路;河西南路;横中路;后东路;后村路;汇头张路;建新路;江头张路;江河路;江湾绿苑;教工路;金堂桥路;锦上悦华里;老街路;立交东路;立交西路;临铁路;毛家上南路;毛家上路;明华村小区;南大路;南岸路;南横路;牛弄路;农协路;农贸路;七房路;旗杆路;前方路;前明路;前河路;前进西路;墙外路;桥东路;桥西路;青三房一路;青三房三路;青三房二路;邱家北路;山下张路;尚雅府;胜利路;施家祠堂;施家路;塘头庙路;塘头徐路;通河路;同富路;童墅路;文化路;文明路;翔中路;翔凤南路;翔凤路;翔外路;新华路;新村路;兴华路;衙前路;衙前镇;衙前镇卫生院;沿河横路;樱漫里;永乐桥路;永乐路;优胜路;育英路;张家埭中路;张家埭北路;张家埭南路;之华路;中心横路;中心直路;中方中路;中方北路;中方南路;中方西路;中河路,通河路;文化路;衙前路;富强一路;永乐桥路;东岳路;凤凰村凤工路;凤西路;育英路;蔡家娄路;富强二路;官河路;凤南路;长弄堂路;农协路;新华路;施家祠堂;文明路;童墅路;凤山路;富强三路;胜利路;东三路;陈家路;育才路;前明路;明华村小区;前方路;七房路;桥南路;毛家上南路;毛家上路;后东路;衙前镇卫生院;文化路;凤山路;江湾绿苑;教工路;河南新路;之华路;永乐路;农贸路;成虎路;衙前镇;凤凰路;老街路;河东北路;中方南路;河东南路;中方中路;河西南路;桥南路;翔中路;立交东路;河西北路;翔凤南路;桥西路;立交西路;施家路;张家埭南路;邱家北路;张家埭中路;翔凤路;前进西路;桥东路;张家埭北路;中方西路;中河路;前河路;中方北路;青三房二路;东岸路;东直路;临铁路;优胜路;兴华路;北岸路;北横路;南岸路;荷花路;南横路;大池路;建新路;旗杆路;南大路;北岸二路;翔外路;横中路;保安路;草漾路;青三房三路;江河路;东河浜路;金堂桥路;青三房一路;中心直路;同富路;塘头庙路;墙外路;后村路;新村路;沿河横路;村西直路;江头张路;河前路;河南新路;河南老路;山下张路;大墙门路;河南路;塘头徐路;牛弄路;衙前路;汇头张路;中心横路;樱漫里;锦上悦华里;尚雅府;永乐路;里仁直路,230,2026,0
萧山区新塘小学,,2133005418,2133005418001,钱塘区,330109,小学,非民办,萧山区新塘街道塘里陈社区南秀路2618号,120.306552,30.145988,0571-82792120,1990,43,110,高庄小区、滨旭府、塘里陈社区、前塘社区、傅楼村、新丰村、联华新村、浙东村、桥南沈村、霞江村、紫霞村、一都孙村,,杭州市萧山区新塘小学的前身是塘里陈小学，学校曾十易其名。现校址位于新塘街道南秀路2618号，街道办事处西南侧。学校推行“阳光教育”十年，已经获得丰富成果，现阶段，学校结合时代背景，本着尊重生命自然，还原教育本真的初心，继续推行阳光育人的办学理念，提出了“阳光里，我们演绎多彩”的育人目标，因材施教、五育并举，从而达到教育共富的康庄现实。,滨旭府;傅楼村;高庄;联华新村村会郎曹;联华新村村沙河沈;前塘社区;桥南沈村;塘里陈社区;霞江村;新丰村十间楼;新丰村西河沈;一都孙村;浙东村东京钱;浙东村东河;紫霞村,霞江村;桥南沈村;傅楼村;前塘社区;塘里陈社区;紫霞村;一都孙村;联华新村村会郎曹;联华新村村沙河沈;新丰村十间楼;新丰村西河沈;浙东村东京钱;浙东村东河;城区;滨旭府;高庄,31,2026,0
萧山区新街小学,,2133005460,2133005460001,钱塘区,330109,小学,非民办,萧山区新街街道槭枫路117号,120.343294,30.194631,0571-82855836,1945,45,129,花城社区（和者时光印象府、花城名苑）、新宜社区（郡望府）、新和社区（碧秀名庭）、江南村、山末址村、沿江村、盈中村、红垦农场（仅限原常住户籍）,,萧山区新街小学创办于1944年，几易校址，有着近八十年的历史底蕴和文化积淀。学校现有教学班45个，学生1900多人，教职工140多人，是杭州市农村示范学校、杭州市美丽学校、浙江省现代化学校、浙江省健康促进(银牌)学校、浙江省清廉学校、全国青少年校园排球特色学校。学校始终坚持“向阳而生，向美而行”的办学理念，着力构建“里仁为美”的校园，致力培育阳光自信、求真有为的和美少年，本色彰显千叶课程，深层润泽精彩人生。学校积极构建“千叶课程”体系，开展跨学科、综合性课程探索，为学生的个性发展，搭建多元平台，创设多维空间。同时，学校大力推进指向核心素养的课堂教学改革，构建“生态课堂”模式。坚持五育并举，打造和美”德育系列主题活动，助力学生全面而有个性的成长。站在新的历史节点，萧山区新街小学将全面落实立德树人根本任务，不断创造新的生长点，努力打造一所家门口的好学校!,碧秀名庭;府前路;和者时光印象府;红垦农场;花城名苑;花城社区;江南村九号坝;江南村华丰;江南村新街;江南村盈上;郡望府;山末址村;沿江村;盈中村,盈中村;沿江村;山末址村;红垦农场;碧秀名庭;花城名苑;花城社区;和者时光印象府;人民路;府前路;江南村九号坝;江南村华丰;江南村新街;江南村盈上;郡望府,29,2026,0
萧山区新街第四小学,,2133001081,2133001081001,钱塘区,330109,小学,非民办,萧山区新街街道建设四路4551号,120.328011,30.200867,0571-83588559,1717,39,82,新润社区（欣品华庭）、新和社区（新东名苑）、新赏社区（博印名邸、君奥名邸、雅逸府）、新宜社区（钱塘东南家园）、新和社区（新和人家、新丽名苑）（双）、新润社区（钱啤宿舍）（双）、盛东村、盛中村,,"2015年3月，新街四小正式启用新校园。学校总投资近亿元，总占地50亩，各类功能教室一应俱全。学校现有班级39个，学生1717人，教师在编82人，萧山区级及以上教坛新秀、优秀教师、优秀班主任等18人，高级教师3人。
学校坚守“立德树人”这一根本任务，坚持“润心田，顺天木”的办学理念，以“果行远志，习若自然”为校训，秉承“人和则心田垒”的校风，形成“业精则清渠开”的教风和“习贯则果木参”的良好学风。在实施素质教育的进程中，取得了可喜的成绩。学校荣获浙江省义务教育标准化学校、浙江省健康促进学校（银牌）、杭州市文明校园、杭州市科技特色学校、萧山区文明单位、文明校园、美丽学校等20余项区级及以上集体荣誉称号。
一路走来，学校逐步形成了自己的办学特色与文化发展方向。学校的核心办学理念围绕“美好教育”进行了深一步的凝练与提升，从而实现我们的教学更美好，课程更美好；盼望新街四小每一位确实因教育而变得更美好。",北塘河;碧秀名庭;博印名邸;海塘路;解放河;君奥名邸;棉麻试验场;钱塘东南家园;钱江啤酒厂;钱纺宿舍;盛东村;盛中村;欣品华庭;新东名苑;新丽名苑;新和人家;新和社区;雅逸府,盛东村;盛中村;碧秀名庭;新和人家;新丽名苑;新东名苑;北塘河;钱纺宿舍;新和社区;钱江啤酒厂;棉麻试验场;海塘路;解放河;钱塘东南家园;雅逸府;博印名邸;君奥名邸;欣品华庭;欣品华庭,37,2026,0
萧山区新街第三小学,,2133005881,2133005881001,钱塘区,330109,小学,非民办,杭州市萧山区新街镇双圩村,120.363688,30.181597,83892869,1038,26,79,双圩村、元沙村、新塘头村、芝兰村、陈家园村、花木城区域,,"以“合格+专长”为目标，塑情趣教师；以“合格+特长”为目标，育大写之人；以建“成长乐园”为目标，创活力之校，使学校发展成为具有核心竞争力和持续发展力的优质高效、规范加特色的现代化农村小学。
学校的办学口号：营造师生共同成长的乐园。
学校的办学理念：让每一位学生健康成长、快乐学习；让每一位教师幸福工作、体验成功；让学校和谐创新、持续发展。
校训：用心生活   快乐成长",陈家园村;双圩村;新塘头村;元沙村;芝兰村,元沙村;芝兰村;双圩村;新塘头村;陈家园村,10,2026,0
萧山区湘师实验小学,,2133000614,2133000614001,钱塘区,330109,小学,非民办,萧山区城厢街道西河路382号,120.264385,30.1574,82622038,2037,42,130,太平弄社区、西河路社区、万寿桥社区、南门江社区、百尺溇社区、旺角城小区、湘博府、南门,,萧山区湘师实验小学坐落于萧山城区西河畔，地处西河路西侧，东与太平弄社区相邻，西与西河公园隔水相望。学校是由原体育路小学和原人民路小学合并迁建到原湘湖师范旧址成立的新学校，于2013年2月25日启用，接过湘师绵延80年的教育薪火，承担起新的使命，续写新的篇章，由此得名。目前学校占地面积26404平方米，现有教学班41个，学生1925名，在职公办教师99名。 学校秉持“生活即教育，学校即社会，教学做合一”的陶行知教育思想，将“以丰沃有机之土壤，安静深沉之空气，温柔绵密之光照，细致缓慢之水流，为社会培养光明俊美之人”作为办学宗旨，以“行之有道 晓之有理”作为学校精神，以“桃李芬芳 我在其中”作为校训，发展“博观约取，厚积薄发，善以修身，达济天下，心以至真，行以至诚”的教师队伍，培养“不畏失败，自强不息；不畏权威，保持独立；不畏艰难，敢于挑战”的学生群体。,百尺溇;蔡家弄;常源弄;陈家弄;城区;城河街;航运公司家委;何家弄;横石板弄;井泉苑;里横河;庙西王;南欣公寓;南江公寓;南药弄;南门村;南门江;牛脚湾;三碰桥;狮子桥弄;水曲弄;苏家潭;太平弄;唐家弄;同和公寓;万寿桥村;汪家弄;旺角城;魏家弄;西仓弄;西山公寓;下街;湘博府;湘湖林语公寓;旭众珺悦府;药店弄;郁家弄;运输公司家属区;直石板弄;周家河头;怡景公寓;瀚府,陈家弄;怡景公寓;横石板弄;常源弄;周家河头;何家弄;城河街;蔡家弄;水曲弄;直石板弄;百尺溇;江寺路;西山公寓;航运公司家委;湘湖路;同和公寓;西湘路;运输公司家属区;肖西路;井泉苑;下街;万寿桥村;湘湖林语公寓;下湘湖路;狮子桥弄;城北路;西仓弄;牛脚湾;萧绍路;里横河;魏家弄;文化路;郁家弄;城河街;城区;南江公寓;南门江;城区;旭众珺悦府;南欣公寓;南门村;南药弄;药店弄;苏家潭;城区;太平弄;庙西王;汪家弄;三碰桥;唐家弄;湘博府;瀚府;南峰公寓;旺角城;体育路;市心南路;市心路;人民路;城区;萧然南路;市心南路;体育路;河滨路;西河路;萧然西路;市心路;人民路;萧然南路;河滨路;西河路;郁家弄,113,2026,0
萧山区湘湖小学,,2133005401,2133005401001,钱塘区,330109,小学,非民办,萧山区乐园路（皮肤病医院西侧）,120.246473,30.17124,82381120,1557,35,88,美之园社区、休博园社区、老火车站、天逸社区、金辰社区、东白马湖社区、月咏和风里、湖望庐、湘湖社区、湖头陈社区、东湘社区、杜湖社区,,"杭州市萧山区湘湖小学创办于1950年，以萧山""母亲湖”湘湖命名，坐落在美丽的湘湖畔，环境优美，精致亮丽，曾获全国青少年足球特色学校、中国STEM教育示范学校、全国青少年文明礼仪教育示范基地、浙江省STEM教育与项目化学习基地学校、浙江省清廉学校建设示范校，浙江省现代化学校等多项全国及省市荣誉。学校把“不一样的生命，一样的精彩”作为办学理念，充分挖掘地域资源，不断创新“湘湖特色课程”,以湘湖资源厚植家国情怀，以项目化学习推动个性化教育，以教育信息化为未来赋能，让海一个生命在“开放、融合、创新”中行稳致远，成为具有“中国认同”和“世界意识”的味来引领者。学校的个性化、项目化、融合教学理念，得到社会和家长广泛认同。学校是萧山区对外开放学校，是萧山区国际理解教育示范校，大气开放，人文和谐，已逐新成为湘湖教育的显著特征。",奥兰多小镇;博奥花宸里;翠堤春华轩;东湘社区;杜湖名庭;杜湖社区;湖头陈社区;湖头陈花苑;湖头陈风彩苑;湖望庐;湖畔;建材厂家属区;金地天逸城;金湖艺境城;金辰之光公寓;乐虹湾;上府;水城;苏黎士小镇;万向美之园;湘湖家园;湘湖美地;湘湖风情苑;休博园;旭滨东方悦府,湘湖路;湘湖家园;湘湖村;杜湖名庭;杜湖社区;萧杭路;湖头陈花苑;湖头陈社区;湖头陈风彩苑;东湘社区;湘湖风情苑;肖西路;湘湖美地;建材厂家属区;万向美之园;水城;湖畔;奥兰多小镇;休博路;休博园;苏黎士小镇;湘湖路;博奥花宸里;金地天逸城;山阴路;上府;翠堤春华轩;金湖艺境城;旭滨东方悦府;乐虹湾;湖望庐;金辰之光公寓;特水厂家属区,58,2026,0
萧山区闻堰小学,,2133005473,2133005473001,钱塘区,330109,小学,非民办,杭州市萧山区闻堰街道闻兴路329号,120.176695,30.129255,18006781871,3476,85,261,闻兴村、山河村、三江口村、老虎洞村、三江社区、湘湖人家社区、闻家堰社区、相墅社区、南岸社区、湘湖南苑社区、湖风社区、江澜社区、湘莼自然村,,萧山区闻堰小学位居湘湖·三江汇杭州未来城市先行实践区之核心，坐拥“教育综合改革试验区”之机遇，于百年办学的薪火相传中拥抱变化，在江南韵味与湘湖文化的辉映交融中，蓄力“汇慧”教育，涵育“慧”然学子，精心绘制生态、文化、创新、智慧、善治的闻小画卷。,宝盈桥居民村;陈湘华庭;叠潮雅庭;东方海岸家园;观湖里;湖珀润园;湖翠晓印轩;湖风雅园;江南摩卡小区;江建新村;九分池居民村;老虎洞村;南岸花城;三江口村东汪;三江口村定山;三江口村小砾山;三江名苑;三江新村;三江社区;三江花园;山河村凌家坞;山河村山五;山河村工农兵;闻兴村东山陈;闻兴村朝红;闻兴村裴家;相墅花园;湘湖人家;湘湖农场;湘湖南苑;湘湖壹号花园;新桥居民村;云涛名苑,老虎洞村;新桥居民村;云涛名苑;宝盈桥居民村;九分池居民村;闻兴路;叠潮雅庭;三江社区;江建新村;湘湖路;三江新村;三江口村东汪;三江口村定山;三江口村小砾山;三江名苑;闻兴村裴家;陈湘华庭;闻兴村朝红;闻兴村东山陈;山河村凌家坞;山河村山五;山河村工农兵;湘湖人家;南岸花城;三江花园;江南摩卡小区;东方海岸家园;相墅花园;湘湖农场;湘湖南苑;湘湖壹号花园;观湖里;湖翠晓印轩;湖珀润园;湖风雅园,68,2026,0
萧山区万向小学,,2133005467,2133005467001,钱塘区,330109,小学,非民办,杭州市萧山区宁围镇宁牧村,120.289081,30.226709,82649919、82836986,1334,32,105,宁新村、新安村、宁牧村、二桥村（宁北片）、泊林春天小区、世纪社区（筹），钱江农场（遵照萧政发〔2000〕106号文件）,,"萧山区万向小学创办于2004年8月，是宁围镇撤并新安、宁新、宁牧、钱江农场四所分校异地新建而成的。学校位于萧山区北大门，坐落在宁围镇宁牧村，占地31108平方米，建筑面积达13525平方米，校园绿化占总面积的36.5%。学校原名为萧山区宁围镇第二小学，为不断加快宁围教育从镇乡教育向新城教育转型，丰富学校的内涵，提升学校大办学品质，2013年12月，学校更名为萧山区万向小学。
    万向小学融花园、学园、乐园于一体，春有花的芬芳，秋溢果的香甜。自建校以来，一路坚持“德艺双馨”的价值引领，以“向阳而生  一生向阳”为办学追求，围绕“阳光 自信  高雅”的育人目标，树立全人教育的质量观，践行五育并举育人模式，借助名校合作，坚持课题引领，聚焦课程建设，抓实课堂规范，在文化建设、特色发展、课程建设等领域积极探索实践，办学品质不断提升。",泊林春天公寓;潮遇宁新里;二桥村宁北;观奥宸府;美颂城;铭潮新安华庭;宁新村;宁牧村;宁牧鸿瑞府;宁瑞名府;晴瑞里;汝悦美境府;生兴路;新安村;悦潮云望府,二桥村宁北;鸿达路;泊林春天公寓;潮遇宁新里;宁新村;生兴路;宁瑞名府;宁牧鸿瑞府;美颂城;宁牧村;晴瑞里;铭潮新安华庭;汝悦美境府;新安村;观奥宸府;悦潮云望府;鸿达路,32,2026,0
萧山区所前镇第一小学,,2133005438,2133005438001,钱塘区,330109,小学,非民办,所前镇金山村,120.288449,30.084138,0571-82345606,1267,31,98,三泉王村、山里王村、祥里王村、李家村、传芳村、杜家村、越山村、越王村、山联村、金山村、信谊村、东复村（洪家潭、萧山沿）、袄庄陈村、天乐社区,,所前镇第一小学位于萧山区著名的茶果之乡——所前，是一所历史悠久的学校，从1931年设立所前公立小学至今，已有90多年校史。学校于1993年迁入现校址，2001年更改为现校名。学校视教育质量为生命线，秉承“成就师生美好人生”的办学理念，营造“文明朴实、勤奋自强”的校风，追求“求新崇真、协作奋进”的教风，坚持“诚实、明礼、乐学、进取”的学风。我们积极推广“先学后教”、“以学定教”等先进理念和成功做法，探索提高课堂教学效率和质量的有效方法，打造“学有知识，学有能力，学有乐趣”的高效教学，使学校的整体教育水平不断迈上新台阶。,袄庄陈村;白鹿塘采石场;传芳村;东复村洪家潭;东复村萧山沿;杜家村;金山村娄家湾;金山村张家坂;金山村钱群;李家村下闻;李家村大小坞;三泉王村;三泉王村柳家;山联村夏山埭;山联村池头沈;山联村赵坞;山里王村;所前街村;天乐云都;祥里王村;信谊村四一房;信谊村西江王;信谊村金鸡山;信谊村顾家湾;越山村;越王村东山夏;越王村山里沈,传芳村;杜家村;越山村;祥里王村;山里王村;三泉王村柳家;三泉王村;袄庄陈村;天乐云都;所前街村;白鹿塘采石场;越王村东山夏;越王村山里沈;李家村下闻;李家村大小坞;金山村钱群;金山村娄家湾;金山村张家坂;东复村洪家潭;东复村萧山沿;山联村夏山埭;山联村池头沈;山联村赵坞;信谊村四一房;信谊村西江王;信谊村金鸡山;信谊村顾家湾,54,2026,0
萧山区所前镇第二小学,,2133005440,2133005440001,钱塘区,330109,小学,非民办,萧山区所前镇金临湖村,120.285187,30.111668,057183883223,1610,37,89,孔湖村、东复村（凑沿金）、来苏周村、金临湖村、缪家村、城南村、联谊村、南城社区,,"萧山区所前镇第二小学（简称所前二小），前身为创建于民国时期的缪家小学。1928年初，共青团浙江省委派共产党员裘古怀到萧山着手筹建团组织，裘古怀在缪家小学开展革命活动，创建了共青团萧山县委。期间，学校在百年历史中几经风雨，几经易址，几经易名。2013年9月，学校迁于新校区，位于所前镇崇学街189号。
    所前二小学校是浙江省义务教育阶段标准化学校，学校36个班规律，配一个辅读班。学校现有教师中，高学历教师占专任教师总数的100%，中高级教师占专任教师总数的77%。教师中区级及以上的优秀教师、教坛新秀26人，其中市教坛新秀12名；省特级教师1名，区名教师3名、区功勋班主任1名，区优秀教师4名；入选区教育高层次人才C级1人，D级2人，E级6人。
    自2000年来，先后被评为全国少年军校示范校、浙江省义务教育标准化学校、省体育达标先进学校、省红旗大队、杭州市农村示范学校、杭州市文明学校、杭州市德育先进集体、市雏鹰红旗大队、杭州市绿色学校、市爱国卫生先进单位、市安全文明校园、市优秀职工小家、萧山区文明学校、区文明单位、区美丽学校等荣誉。",泊岸江宸轩;城南村东蜀山;城南村张亮桥;城南村灯郎张;东复村凑沿金;金临湖村塘下金;金临湖村渔临关;金临湖村里士湖;孔湖村;来苏周村;来苏周村大沿;联谊村张家桥;联谊村杨树下;联谊村董家桥;南城嘉园小区;南城景园;前宸府;蜀彩珵昀府;所前中路;天地墅园;文宸望府;樟宜翠湾;缪家村,孔湖村;来苏周村大沿;来苏周村;缪家村;东复村凑沿金;金临湖村渔临关;金临湖村里士湖;金临湖村塘下金;城南村东蜀山;城南村灯郎张;蜀彩珵昀府;城南村张亮桥;联谊村张家桥;联谊村杨树下;联谊村董家桥;樟宜翠湾;南城嘉园小区;南城景园;所前中路;前宸府;天地墅园;文宸望府;泊岸江宸轩,46,2026,0
萧山区世纪实验小学,,2133001811,2133001811001,钱塘区,330109,小学,非民办,萧山区利丰路,120.249171,30.228023,83803671  83803655,2434,54,178,"丰北社区（丰北一、二、三苑、丰北村）；利一社区(华奥时代奥城、尚都会新座、君品名邸、利一家园、利一村)；利二社区(利二花苑,利二村)；奔竞社区（创世邸、天璞御园、澄之华庭）",,萧山区世纪实验小学位于世纪城核心区块，坐落于盈丰街道利丰路535号，设施设备、功能区域都达到萧山区一流水平。学校自创办以来，在各级教育主管部门的指导、家长的支持和全校师生的共同努力下，发展迅速，不断壮大。近年，学校教学质量突出，办学区域影响力不断增强，学校自身发展态势向好。,傲世邸;潮展云起公寓;澄之华庭;创世邸;丰北家园;丰北村;华奥时代奥城;君品名邸;利一家园;利一村;利二村;利二花苑;尚都会新座;天璞御园,潮展云起公寓;君兴巷;澄之华庭;天璞御园;创世邸;民和路;丰北村;丰北家园;泰宏巷;利一村;华奥时代奥城;君品名邸;尚都会新座;利一家园;盈丰路;傲世邸;利二花苑;利二路;利二村,33,2026,0
萧山区凤标小学,,2133005420,2133005420001,钱塘区,330109,小学,非民办,萧山区新塘街道朱家坛村93号,120.339723,30.163948,82780601,673,17,40,朱家坛村、娄下陈村、和平桥村,,学校于2001年建校，2004升格为中心小学，名为“萧山区三星小学”，坐落于萧山城区最东面的朱家坛村。2020年更名为“萧山区凤标小学”。“凤标”一词绝非凭空产生，既是萧山相国“朱凤标”的名字，更重要的是，“凤”，乃凤凰；“标”，意为标杆，“凤中标杆”，更有激励我们凝聚向上之意，不仅具有地域特色和历史文化内涵，更是对朱凤标先生为代表的新塘人文文化的传承。学校始终关注每一个个体生命的成长，和每一个孩子一起走进美好教育，追逐美好教育。将篆刻和武术积淀学校发展底蕴，彰显特色文化魅力，弘扬国粹，武动成长！,和平桥名苑;和平桥村;娄下陈村;朱家坛村,娄下陈村;朱家坛村;和平桥村,7,2026,0
